domain,page,page_title,pageviews
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/codes.aspx,Building Codes,2386
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/permitting.aspx,Permitting,2362
www.muni.org,www.muni.org/departments/sws/disposal/pages/arl.aspx,ARL,2321
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/results.aspx,Results,2309
www.muni.org,www.muni.org/residents/pages/munimeetings.aspx,Municipal Meetings,2280
www.muni.org,www.muni.org/departments/police/pages/contactinfo.aspx,Contact Information,2262
www.muni.org,www.muni.org/departments/parks/pages/pools.aspx,Municipal Swimming Pools,2218
www.muni.org,www.muni.org/departments/ocpd/planning/pages/default.aspx,Planning,2123
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/fareandpass.aspx,fare and pass,2109
www.muni.org,www.muni.org/departments/finance/treasury/pages/default.aspx,Treasury,2066
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/lost.aspx,Lost Pets,2043
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/airqualitypollen.aspx,AirQualityPollen,2033
www.muni.org,www.muni.org/departments/health/pages/default.aspx,Health and Human Services,2021
www.muni.org,www.muni.org/departments/parks/pages/dimondpool.aspx,Dimond Pool,2016
www.muni.org,www.muni.org/departments/parks/pages/parkdistrictsw.aspx,Park District SW,1961
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/zoningdistricts.aspx,Zoning Districts,1934
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/frequentlyaskedquestions.aspx,Frequently asked questions,1841
www.muni.org,www.muni.org/departments/finance/pages/default.aspx,Finance,1792
www.muni.org,www.muni.org/departments/assembly/pages/memberprofiles.aspx,Assembly Member Profiles,1774
www.muni.org,www.muni.org/departments/fire/wildfire/pages/woodlots.aspx,Wood Lots,1755
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/onlineservice.aspx,Online Service,1728
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/proptaxesfreqaskedquestions.aspx,Property Taxes Frequently Asked Questions,1667
www.muni.org,www.muni.org/your_government/pages/default.aspx,Government,1586
www.muni.org,www.muni.org/businesses/pages/default.aspx,Businesses,1574
www.muni.org,www.muni.org/departments/ocpd/development/pages/default.aspx,Development Services,1539
www.muni.org,www.muni.org/departments/finance/treasury/dcf/pages/dcfsearch.aspx,DCF Search,1527
www.muni.org,www.muni.org/departments/sws/disposal/pages/default.aspx,Disposal Utility Information,1519
www.muni.org,www.muni.org/departments/parks/pages/activityguide.aspx,Activity Guide,1517
www.muni.org,www.muni.org/maps/pages/default.aspx,Maps and Map Applications,1470
www.muni.org,www.muni.org/departments/library/pages/owlpage.aspx,Alaska Online With Libraries Project,1426
www.muni.org,www.muni.org/departments/sws/howdoi/pages/recycle.aspx,How Do I Recycle These Items?,1417
www.muni.org,www.muni.org/departments/mayor/pages/default.aspx,"Mayor's Corner",1399
www.muni.org,www.muni.org/departments/parks/pages/eastpool.aspx,East Pool,1331
www.muni.org,www.muni.org/departments/parks/pages/trails.aspx,Trails,1308
www.muni.org,www.muni.org/departments/ocpd/planning/projects/t21/pages/title21rewrite.aspx,Title 21 Rewrite,1291
www.muni.org,www.muni.org/departments/sws/recycle/pages/default.aspx,Recycling at SWS,1274
www.muni.org,www.muni.org/departments/parks/pages/reservations.aspx,Reservations,1265
www.muni.org,www.muni.org/cityviewportal/planning/locator,Planning Application Search - CityView Portal,1264
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/permitactivityreports.aspx,Permit Activity Reports,1204
www.muni.org,www.muni.org/departments/parks/pages/runnerscalendar.aspx,Runners Calendar,1199
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/inspections.aspx,Inspections,1194
www.muni.org,www.muni.org/departments/parks/pages/parksandtrails.aspx,Parks and Trails,1184
www.muni.org,www.muni.org/departments/parks/pages/parklisting.aspx,Park Listing,1171
www.muni.org,www.muni.org/departments/ocpd/planning/projects/anchlanduse/pages/default.aspx,Anchorage Bowl Land Use Plan Map Project,1167
www.muni.org,www.muni.org/departments/sws/pages/hazardouswaste.aspx,Hazardous Waste,1164
www.muni.org,www.muni.org/departments/police/stats/pages/crimemaps.aspx,Crime Maps,1161
www.muni.org,www.muni.org/departments/sws/howdoi/pages/dispose.aspx,How Do I Dispose of These items?,1131
www.muni.org,www.muni.org/departments/erparks/pages/default.aspx,Eagle River Parks and Recreation,1129
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/default.aspx,Current Planning,1125
www.muni.org,www.muni.org/departments/parks/pages/dogparks.aspx,Off-Leash Dog Areas,1108
www.muni.org,www.muni.org/departments/parks/pages/spenard.aspx,Spenard,1102
www.muni.org,www.muni.org/departments/purchasing/pages/default.aspx,Purchasing Department,1096
www.muni.org,www.muni.org/departments/sws/disposal/pages/disposalfees.aspx,Disposal Fees,1083
www.muni.org,www.muni.org/departments/finance/property_appraisal/exemption/pages/default.aspx,Property Appraisal Exemptions,1074
www.muni.org,www.muni.org/departments/operations/streets/pages/default.aspx,Street Maintenance,1071
www.muni.org,www.muni.org/events/pages/default.aspx,Events Directory,999
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/route102.aspx,Route102,988
www.muni.org,www.muni.org/departments/sws/recycle/pages/communitywiderecycling.aspx,Community Wide Recycling,962
www.muni.org,www.muni.org/2016ancbondinfo/pages/default.aspx,Default,961
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/default.aspx,Food Safety and Sanitation,951
www.muni.org,www.muni.org/licenses/pages/default.aspx,Licenses and Permits,949
www.muni.org,www.muni.org/departments/police/stats/pages/default.aspx,Crime Analysis and Statistics Home,935
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/default.aspx,On-Site Water & Wastewater Program,924
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/handouts.aspx,Building Safety Handouts,902
www.muni.org,www.muni.org/departments/fire/wildfire/pages/burnpermits.aspx,Burn Permits,901
www.muni.org,www.muni.org/departments/assembly/clerk/licensing/pages/default.aspx,Licensing,900
www.muni.org,www.muni.org/departments/sws/pages/faq.aspx,FAQ,880
www.muni.org,www.muni.org/departments/ocpd/pages/default.aspx,Community Planning & Development,879
www.muni.org,www.muni.org/departments/parks/pages/camping.aspx,Camping,869
www.muni.org,www.muni.org/departments/police/pages/payonline.aspx,Pay Your Tickets Online,869
www.muni.org,www.muni.org/departments/police/pages/frequentlyaskedquestions.aspx,APD Frequently Asked Questions/How Do I...,848
www.muni.org,www.muni.org/departments/it/gis2/pages/default.aspx,GIS and Mapping Services,845
www.muni.org,www.muni.org/departments/police/traffic/pages/default.aspx,APD Traffic,844
www.muni.org,www.muni.org/departments/transit/anchorrides/pages/default.aspx,AnchorRIDES,839
www.muni.org,www.muni.org/departments/parks/pages/feeschedule.aspx,Fee Schedule,823
www.muni.org,www.muni.org/residents/pages/land.aspx,"Land Information, Zoning, Regs & Codes",801
www.muni.org,www.muni.org/publicnotice/pages/default.aspx,Municipality of Anchorage Public Notices,799
www.muni.org,www.muni.org/departments/parks/pages/facilities.aspx,Facilities,795
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/planreview.aspx,Plan Review,792
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/alternatefoodworkertesting.aspx,Alternate Food Worker Testing,790
www.muni.org,www.muni.org/departments/sws/customerservice/pages/default.aspx,SWS Customer Service,786
www.muni.org,www.muni.org/epayments/pages/default.aspx,ePayments,773
www.muni.org,www.muni.org/departments/assembly/events/pages/default.aspx,Assembly Calendar,763
www.muni.org,www.muni.org/departments/police/pages/knowyourgrow.aspx,Know Your Grow,763
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/codeenforcement.aspx,Code Enforcement,761
www.muni.org,www.muni.org/departments/police/pressreleases/pages/default.aspx,Press Releases,749
www.muni.org,www.muni.org/departments/finance/treasury/dcf/pages/default.aspx,Delinquent Criminal or Civil Fines and Fees (DCF),738
www.muni.org,www.muni.org/departments/hlb/pages/default.aspx,Real Estate Department,738
www.muni.org,www.muni.org/departments/parks/pages/bartlettpool.aspx,Bartlett Pool,726
www.muni.org,www.muni.org/departments/police/pages/phonedirectory.aspx,APD Phone Directory,689
www.muni.org,www.muni.org/departments/police/forms/pages/beforepolicereport.aspx,BeforePoliceReport,673
www.muni.org,www.muni.org/transportation/pages/default.aspx,Transportation,673
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/default.aspx,Air Quality Index,660
www.muni.org,www.muni.org/departments/mayor/pages/contactus.aspx,"Mayor's Staff",658
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/absenteeinperson.aspx,Absentee in Person,657
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/homeownersfaq.aspx,Home Owners FAQ,656
www.muni.org,www.muni.org/departments/parks/pages/activities.aspx,Activities,651
www.muni.org,www.muni.org/public_safety/pages/default.aspx,Features,649
www.muni.org,www.muni.org/departments/police/forms/pages/accrptinfo.aspx,Accident Report Information,644
www.muni.org,www.muni.org/departments/library/pages/cebranchlibrary.aspx,Chugiak-Eagle River Branch Library,630
www.muni.org,www.muni.org/departments/police/howdoi/pages/recruitment.aspx,Job Opportunities and Recruitment at APD - FAQ,629
www.muni.org,www.muni.org/departments/assembly/clerk/pages/default.aspx,Municipal Clerk,612
www.muni.org,www.muni.org/departments/finance/property_appraisal/forms_applic/pages/default.aspx,Property Appraisal Forms and Applications,603
www.muni.org,www.muni.org/departments/project_management/pages/default.aspx,Project Management and Engineering,602
www.muni.org,www.muni.org/departments/parks/pages/yep.aspx,YEP,594
www.muni.org,www.muni.org/departments/parks/pages/parksdirectory.aspx,Example page for parks directory,584
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/fssfood.aspx,fssfood,581
www.muni.org,www.muni.org/departments/health/phip/pages/anchoragesafetypatrol.aspx,Anchorage Safety Patrol,580
www.muni.org,www.muni.org/departments/employee_relations/pages/default.aspx,Employee Relations,574
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/businesspropertytax.aspx,Business Property Tax,572
www.muni.org,www.muni.org/departments/library/pages/mdbranchlibrary.aspx,Muldoon Branch Library,571
www.muni.org,www.muni.org/departments/assembly/pages/contactinfo.aspx,Contact Information,550
www.muni.org,www.muni.org/departments/health/directservices/pages/wic.aspx,wic,545
www.muni.org,www.muni.org/departments/sws/pages/residentialcollection.aspx,Residential Collection,539
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/tools.aspx,Rider Tools,539
www.muni.org,www.muni.org/departments/employee_relations/pages/cba09.aspx,Collective Bargaining Argeements,535
www.muni.org,www.muni.org/departments/transit/pages/departmentcontacts.aspx,department contacts,534
www.muni.org,www.muni.org/departments/police/pressreleases/pages/publiccanaccessapdscanneronline.aspx,Public can Access APD Scanner Online,532
www.muni.org,www.muni.org/departments/parks/pages/parkdistrictne.aspx,Park District NE,531
www.muni.org,www.muni.org/departments/hlb/pages/hottopics.aspx,Hot Topics,520
www.muni.org,www.muni.org/departments/fire/wildfire/pages/recreationalandcookingfires.aspx,Recreational and Cooking Fires,518
www.muni.org,www.muni.org/departments/health/directservices/pages/child.aspx,Child Care Licensing Program,514
www.muni.org,www.muni.org/departments/health/cemetery/pages/default.aspx,Memorial Cemetery,513
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_zoningbuilding.aspx,General Zoning and Building Self Help,501
www.muni.org,www.muni.org/departments/sws/customerservice/pages/contactinfo.aspx,Contact Information,500
www.muni.org,www.muni.org/departments/police/howdoi/pages/filingreportsandcomplaints.aspx,Filing Reports and Complaints - FAQ,499
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/contractorlicensing.aspx,Contractor Licensing,496
www.muni.org,www.muni.org/departments/police/impounds/pages/default.aspx,APD Impounds Unit,494
www.muni.org,www.muni.org/departments/finance/treasury/programtaxes/roomtax/pages/default.aspx,Room Tax,489
www.muni.org,www.muni.org/departments/parks/pages/servicepool.aspx,Service Pool,488
www.muni.org,www.muni.org/departments/project_management/pages/mass.aspx,MASS,488
www.muni.org,www.muni.org/departments/police/pages/aboutapd.aspx,About APD,486
www.muni.org,www.muni.org/departments/employee_relations/howdoi/pages/applyforajob.aspx,Apply For a Job,485
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/default.aspx,Transportation Planning/AMATS,481
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/voterregistration.aspx,Voter Registration,479
www.muni.org,www.muni.org/departments/fire/operations/pages/default.aspx,Fire & EMS Operations,476
www.muni.org,www.muni.org/departments/it/gis2/pages/moagisdata.aspx,GIS Data,460
www.muni.org,www.muni.org/departments/police/property/pages/default.aspx,APD Property Disclaimer,460
www.muni.org,www.muni.org/departments/oem/pages/default.aspx,Emergency Management,458
www.muni.org,www.muni.org/departments/parks/pages/sports.aspx,Sports,456
www.muni.org,www.muni.org/departments/works/pages/default.aspx,Public Works,452
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/license.aspx,license,449
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/mobilehomepropertytaxes.aspx,Mobile Home Property Taxes,448
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/onlinedoglicense.aspx,Online dog license,442
www.muni.org,www.muni.org/departments/ocpd/development/row/pages/default.aspx,Right of Way,429
www.muni.org,www.muni.org/departments/sws/curbside/pages/default.aspx,SWS Automated Curbside Collections,425
www.muni.org,www.muni.org/cityviewportal,Welcome - CityView Portal,416
www.muni.org,www.muni.org/departments/health/directservices/pages/family.aspx,Family,416
www.muni.org,www.muni.org/departments/fire/prevention/pages/default.aspx,Fire Prevention,414
www.muni.org,www.muni.org/departments/parks/pages/lakes.aspx,Lakes,414
www.muni.org,www.muni.org/departments/ocpd/development/lue/pages/default.aspx,Land Use Enforcement,413
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/volunteer.aspx,volunteer,409
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_subdivisionplatting.aspx,Subdivision and Platting Questions,409
www.muni.org,www.muni.org/departments/operations/streets/service/pages/girdwoodboardofsupervisors.aspx,Girdwood Board of Supervisors,406
www.muni.org,www.muni.org/2016ancbondinfo/pages/roadbonds.aspx,2016 ARDSA Road and Drainage Bonds,405
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/route14.aspx,Route 14,405
www.muni.org,www.muni.org/departments/finance/property_appraisal/howdoi/pages/findaboutmyprop.aspx,"FAQ's About My Property",404
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/forms.aspx,Forms,402
www.muni.org,www.muni.org/departments/police/traffic/pages/two-wayleftturnlanes.aspx,Two-Way Left Turn Lanes,401
www.muni.org,www.muni.org/departments/merrill_field/pages/default.aspx,Merrill Field,400
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/barkingdogs.aspx,BarkingDogs,398
www.muni.org,www.muni.org/departments/employee_relations/pages/benefitssummaries.aspx,Benefits Summaries by Union/Group,392
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/datesforpropertytaxation.aspx,Dates for Property Taxation,391
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/transittalks.aspx,Transit Talks,389
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/sampleballots.aspx,Sample Ballots,383
www.muni.org,www.muni.org/departments/fire/pages/contactinfo.aspx,Contact Information,374
www.muni.org,www.muni.org/departments/fire/pages/afdrecruitment.aspx,AFD Recruitment,373
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/residentialdeckrequirements.aspx,Residential Deck Requirements,372
www.muni.org,www.muni.org/departments/operations/pages/default.aspx,Maintenance and Operations,372
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/policies.aspx,Policies,366
www.muni.org,www.muni.org/departments/police/traffic/pages/tintedwindows.aspx,Tinted Windows,358
www.muni.org,www.muni.org/residents/pages/utilities.aspx,Utilities,358
www.muni.org,www.muni.org/departments/parks/pages/fairview.aspx,Fairview,353
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/biketoworkday.aspx,Bike to Work Day,350
www.muni.org,www.muni.org/departments/finance/treasury/pages/contactinfo.aspx,Contact Information,349
www.muni.org,www.muni.org/departments/traffic/pages/default.aspx,Traffic,347
www.muni.org,www.muni.org/departments/library/pages/obitindex.aspx,Anchorage Newspapers Obituary Index,340
www.muni.org,www.muni.org/departments/library/pages/contactinfo.aspx,Contact Information,338
www.muni.org,www.muni.org/departments/parks/pages/volunteering.aspx,Volunteering,331
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/ownersurrender.aspx,Owners Surrendering Pets,329
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/setbacks.aspx,Yard Setbacks,329
www.muni.org,www.muni.org/departments/transit/sharearide/pages/default.aspx,Share A Ride,329
www.muni.org,www.muni.org/departments/police/comaffairs/pages/default.aspx,APD Community Affairs,326
www.muni.org,www.muni.org/departments/equal_opportunity/pages/contact_compliance_program.aspx,Contact Compliance Program,324
www.muni.org,www.muni.org/departments/library/events/pages/default.aspx,Events,323
www.muni.org,www.muni.org/departments/finance/treasury/pages/generalpaymentinformation.aspx,General Payment Information,318
www.muni.org,www.muni.org/departments/ocpd/planning/pages/staff.aspx,Staff,318
www.muni.org,www.muni.org/departments/legal/criminal/pages/default.aspx,Criminal Law,314
www.muni.org,www.muni.org/cityviewportal/property,Property Locator - CityView Portal,311
www.muni.org,www.muni.org/departments/health/directservices/pages/disease.aspx,Disease,311
www.muni.org,www.muni.org/departments/mayor/welcominganchorage/pages/default.aspx,Welcoming Anchorage,311
www.muni.org,www.muni.org/departments/parks/pages/greenhouse.aspx,Greenhouse,311
www.muni.org,www.muni.org/departments/parks/pages/bears.aspx,Bears,309
www.muni.org,www.muni.org/departments/mayor/boards/pages/default.aspx,Boards and Commissions,308
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/nonconforming.aspx,Nonconforming (Grandfather) Rights,308
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/alphabusstoplist.aspx,Alpha,306
www.muni.org,www.muni.org/departments/parks/pages/camps.aspx,Parks and Recreation Camps,303
www.muni.org,www.muni.org/departments/fire/wildfire/pages/default.aspx,Wildfire,301
www.muni.org,www.muni.org/departments/fire/pages/faq.aspx,FAQ,297
www.muni.org,www.muni.org/departments/legal/civil/pages/impoundsinfo.aspx,Impounds Information,297
www.muni.org,www.muni.org/departments/assembly/pages/communitycouncils.aspx,Community Councils Webpage,294
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/petitioninfo.aspx,PetitionInfo,290
www.muni.org,www.muni.org/departments/finance/property_appraisal/howdoi/pages/appeals.aspx,FAQs about Appealing Assessments,284
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/fssnoise.aspx,fssnoise,284
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/fences.aspx,Fences,282
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/designdataforanchorage.aspx,Design Data for Anchorage,281
www.muni.org,www.muni.org/departments/ocpd/planning/pages/forms.aspx,Forms,276
www.muni.org,www.muni.org/departments/budget/pages/default.aspx,Office of Management and Budget,274
www.muni.org,www.muni.org/departments/equal_opportunity/pages/default.aspx,Office of Equal Opportunity,273
www.muni.org,www.muni.org/departments/oem/prepared/pages/default.aspx,Emergency Preparedness,270
www.muni.org,www.muni.org/departments/ocpd/planning/pages/boards.aspx,Boards and Commissions,269
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_zandp.aspx,Zoning and Platting Self Help,269
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pressreleases/pages/default.aspx,Press Releases,266
www.muni.org,www.muni.org/departments/health/directservices/pages/adrc.aspx,Aging and Disability Resource Center (ADRC),266
www.muni.org,www.muni.org/departments/mayor/berkowitzbulletin/newsletters/pages/default.aspx,Newsletters,266
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/history.aspx,Election History,265
www.muni.org,www.muni.org/departments/transit/anchorrides/pages/applications.aspx,Applications,265
www.muni.org,www.muni.org/departments/health/pages/contactinfo.aspx,Contact Information,264
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-6.aspx,R-6,261
www.muni.org,www.muni.org/departments/apfrs/pages/default.aspx,Police and Fire Retirement System,255
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/leash.aspx,leash,255
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/easements.aspx,easements,254
www.muni.org,www.muni.org/departments/project_management/pages/publications.aspx,Publications,253
www.muni.org,www.muni.org/departments/public_works_administration/pages/default.aspx,Admin,253
www.muni.org,www.muni.org/departments/library/pages/alaskana.aspx,Alaskana Resources,252
www.muni.org,www.muni.org/departments/parks/pages/communitygardens.aspx,Anchorage Community Gardens,250
www.muni.org,www.muni.org/departments/ocpd/development/addressing/pages/streetname.aspx,Street Names,249
www.muni.org,www.muni.org/departments/sws/disposal/pages/gridwoodtransferstation.aspx,Gridwood Transfer Station,246
www.muni.org,www.muni.org/departments/traffic/roads/pages/default.aspx,Anchorage Roads,246
www.muni.org,www.muni.org/departments/fire/pages/divisiondirectory.aspx,Division Directory,244
www.muni.org,www.muni.org/departments/parks/pages/directory.aspx,Directory,244
www.muni.org,www.muni.org/departments/parks/pages/slide.aspx,Slide,243
www.muni.org,www.muni.org/departments/finance/property_appraisal/business/pages/efilereturn.aspx,Efile Return,242
www.muni.org,www.muni.org/departments/library/pages/freegal.aspx,Freegal,240
www.muni.org,www.muni.org/departments/police/drugunit/pages/default.aspx,APD Drug Enforcement,240
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_genlulicensing.aspx,General Land Use and Licensing Self Help,239
www.muni.org,www.muni.org/departments/library/pages/print.aspx,Print,237
www.muni.org,www.muni.org/departments/oem/prepared/pages/earthquakeprep.aspx,Earthquake Preparedness,236
www.muni.org,www.muni.org/departments/police/howdoi/pages/crime in my neighborhood.aspx,Crime in my Neighborhood - FAQ,235
www.muni.org,www.muni.org/departments/finance/property_appraisal/howdoi/pages/faqefiling.aspx,FAQs about Personal Property E-filing,234
www.muni.org,www.muni.org/departments/project_management/pages/bidtabs.aspx,Bid Tabs,232
www.muni.org,www.muni.org/departments/police/howdoi/pages/firearms.aspx,Firearms - FAQ,231
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/certificatesofon-sitesystemsapproval.aspx,Certificates of On-Site Systems Approval,230
www.muni.org,www.muni.org/departments/police/ncw/pages/default.aspx,APD Neighborhood Crime Watch,229
www.muni.org,www.muni.org/departments/aerc/pages/default.aspx,Anchorage Equal Rights Commission,227
www.muni.org,www.muni.org/departments/legal/pages/default.aspx,Department of Law,227
www.muni.org,www.muni.org/departments/mayor/boards/pages/boardscommissionslist.aspx,Boards & Commissions List,225
www.muni.org,www.muni.org/departments/police/howdoi/pages/propertyquestions.aspx,Property - FAQ,224
www.muni.org,www.muni.org/departments/parks/trail/pages/default.aspx,Trail watch,221
