domain,page,page_title,pageviews
www.muni.org,www.muni.org/departments/police/forms/pages/beforepolicereport.aspx,BeforePoliceReport,142
www.muni.org,www.muni.org/departments/project_management/pages/default.aspx,Project Management and Engineering,142
analytics.muni.org,analytics.muni.org/,analytics.muni.org | MOA Web Stats,140
www.muni.org,www.muni.org/departments/library/pages/mdbranchlibrary.aspx,Muldoon Branch Library,139
www.muni.org,www.muni.org/departments/ocpd/development/lue/pages/default.aspx,Land Use Enforcement,137
www.muni.org,www.muni.org/departments/mayor/pages/contactus.aspx,"Mayor's Staff",136
www.muni.org,www.muni.org/departments/project_management/pages/mass.aspx,MASS,136
www.muni.org,www.muni.org/departments/sws/customerservice/pages/contactinfo.aspx,Contact Information,136
www.muni.org,www.muni.org/departments/sws/pages/residentialcollection.aspx,Residential Collection,136
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/transittalks.aspx,Transit Talks,134
www.muni.org,www.muni.org/transportation/pages/default.aspx,Transportation,130
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/electionresults.aspx,Election Results,128
www.muni.org,www.muni.org/departments/health/admin/environment/airq/pages/biketoworkday.aspx,Bike to Work Day,126
www.muni.org,www.muni.org/departments/parks/pages/lakes.aspx,Lakes,126
www.muni.org,www.muni.org/departments/parks/pages/parkdistrictne.aspx,Park District NE,122
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/voterinfo.aspx,Voter Information,120
www.muni.org,www.muni.org/departments/health/directservices/pages/child.aspx,Child Care Licensing Program,120
www.muni.org,www.muni.org/departments/employee_relations/pages/cba09.aspx,Collective Bargaining Argeements,119
www.muni.org,www.muni.org/departments/transit/pages/departmentcontacts.aspx,department contacts,118
www.muni.org,www.muni.org/departments/ocpd/development/row/pages/default.aspx,Right of Way,116
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_zoningbuilding.aspx,General Zoning and Building Self Help,116
www.muni.org,www.muni.org/departments/operations/streets/service/pages/girdwoodboardofsupervisors.aspx,Girdwood Board of Supervisors,115
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/contractorlicensing.aspx,Contractor Licensing,114
www.muni.org,www.muni.org/departments/police/property/pages/default.aspx,APD Property Disclaimer,113
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/tools.aspx,Rider Tools,113
www.muni.org,www.muni.org/departments/fire/operations/pages/default.aspx,Fire & EMS Operations,112
www.muni.org,www.muni.org/departments/health/directservices/pages/wic.aspx,wic,112
www.muni.org,www.muni.org/departments/ocpd/planning/amats/pages/default.aspx,Transportation Planning/AMATS,112
www.muni.org,www.muni.org/departments/health/phip/pages/anchoragesafetypatrol.aspx,Anchorage Safety Patrol,111
www.muni.org,www.muni.org/departments/police/pages/aboutapd.aspx,About APD,111
www.muni.org,www.muni.org/departments/health/cemetery/pages/default.aspx,Memorial Cemetery,108
www.muni.org,www.muni.org/departments/employee_relations/howdoi/pages/applyforajob.aspx,Apply For a Job,105
www.muni.org,www.muni.org/departments/it/gis2/pages/moagisdata.aspx,GIS Data,105
www.muni.org,www.muni.org/cityviewportal,Welcome - CityView Portal,104
www.muni.org,www.muni.org/departments/assembly/clerk/pages/default.aspx,Municipal Clerk,104
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/license.aspx,license,104
www.muni.org,www.muni.org/departments/library/events/pages/default.aspx,Events,104
www.muni.org,www.muni.org/departments/police/howdoi/pages/recruitment.aspx,Job Opportunities and Recruitment at APD - FAQ,104
www.muni.org,www.muni.org/departments/finance/treasury/programtaxes/roomtax/pages/default.aspx,Room Tax,103
www.muni.org,www.muni.org/departments/sws/curbside/pages/default.aspx,SWS Automated Curbside Collections,103
www.muni.org,www.muni.org/departments/hlb/pages/hottopics.aspx,Hot Topics,102
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/policies.aspx,Policies,102
www.muni.org,www.muni.org/departments/police/traffic/pages/tintedwindows.aspx,Tinted Windows,102
www.muni.org,www.muni.org/departments/library/pages/owlpage.aspx,Alaska Online With Libraries Project,101
www.muni.org,www.muni.org/departments/police/impounds/pages/default.aspx,APD Impounds Unit,101
www.muni.org,www.muni.org/departments/health/directservices/pages/family.aspx,Family,100
www.muni.org,www.muni.org/departments/police/howdoi/pages/filingreportsandcomplaints.aspx,Filing Reports and Complaints - FAQ,100
www.muni.org,www.muni.org/departments/parks/pages/servicepool.aspx,Service Pool,98
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/ownersurrender.aspx,Owners Surrendering Pets,97
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/results.aspx,Results,96
www.muni.org,www.muni.org/departments/library/pages/obitindex.aspx,Anchorage Newspapers Obituary Index,96
www.muni.org,www.muni.org/departments/budget/pages/default.aspx,Office of Management and Budget,95
www.muni.org,www.muni.org/departments/parks/pages/sports.aspx,Sports,94
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/route14.aspx,Route 14,94
www.muni.org,www.muni.org/departments/police/pressreleases/pages/publiccanaccessapdscanneronline.aspx,Public can Access APD Scanner Online,93
www.muni.org,www.muni.org/departments/merrill_field/pages/default.aspx,Merrill Field,92
www.muni.org,www.muni.org/departments/parks/pages/bears.aspx,Bears,91
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/datesforpropertytaxation.aspx,Dates for Property Taxation,90
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/residentialdeckrequirements.aspx,Residential Deck Requirements,90
www.muni.org,www.muni.org/departments/parks/pages/yep.aspx,YEP,90
www.muni.org,www.muni.org/departments/equal_opportunity/pages/contact_compliance_program.aspx,Contact Compliance Program,89
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/barkingdogs.aspx,BarkingDogs,89
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_subdivisionplatting.aspx,Subdivision and Platting Questions,89
www.muni.org,www.muni.org/departments/public_works_administration/pages/default.aspx,Admin,89
www.muni.org,www.muni.org/departments/finance/property_appraisal/howdoi/pages/appeals.aspx,FAQs about Appealing Assessments,88
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/volunteer.aspx,volunteer,88
www.muni.org,www.muni.org/departments/oem/prepared/pages/default.aspx,Emergency Preparedness,88
www.muni.org,www.muni.org/cityviewportal/property,Property Locator - CityView Portal,87
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/onlinedoglicense.aspx,Online dog license,87
www.muni.org,www.muni.org/departments/parks/pages/camps.aspx,Parks and Recreation Camps,87
www.muni.org,www.muni.org/residents/pages/utilities.aspx,Utilities,86
www.muni.org,www.muni.org/departments/equal_opportunity/pages/default.aspx,Office of Equal Opportunity,85
www.muni.org,www.muni.org/departments/fire/prevention/pages/default.aspx,Fire Prevention,85
www.muni.org,www.muni.org/departments/police/traffic/pages/two-wayleftturnlanes.aspx,Two-Way Left Turn Lanes,85
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/forms.aspx,Forms,84
www.muni.org,www.muni.org/departments/transit/anchorrides/pages/applications.aspx,Applications,84
www.muni.org,www.muni.org/departments/finance/treasury/pages/contactinfo.aspx,Contact Information,83
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/designdataforanchorage.aspx,Design Data for Anchorage,82
www.muni.org,www.muni.org/departments/operations/pages/default.aspx,Maintenance and Operations,82
www.muni.org,www.muni.org/departments/transit/sharearide/pages/default.aspx,Share A Ride,82
www.muni.org,www.muni.org/departments/ocpd/planning/pages/staff.aspx,Staff,81
www.muni.org,www.muni.org/departments/employee_relations/pages/benefitssummaries.aspx,Benefits Summaries by Union/Group,80
www.muni.org,www.muni.org/departments/fire/pages/contactinfo.aspx,Contact Information,79
www.muni.org,www.muni.org/departments/health/admin/environment/fss/pages/fssnoise.aspx,fssnoise,79
www.muni.org,www.muni.org/departments/ocpd/development/onsite/pages/certificatesofon-sitesystemsapproval.aspx,Certificates of On-Site Systems Approval,79
www.muni.org,www.muni.org/departments/finance/treasury/pages/generalpaymentinformation.aspx,General Payment Information,78
www.muni.org,www.muni.org/departments/finance/treasury/proptax/pages/mobilehomepropertytaxes.aspx,Mobile Home Property Taxes,78
www.muni.org,www.muni.org/departments/health/directservices/pages/adrc.aspx,Aging and Disability Resource Center (ADRC),78
www.muni.org,www.muni.org/departments/traffic/pages/default.aspx,Traffic,78
www.muni.org,www.muni.org/departments/finance/property_appraisal/howdoi/pages/findaboutmyprop.aspx,"FAQ's About My Property",76
www.muni.org,www.muni.org/departments/parks/pages/volunteering.aspx,Volunteering,76
www.muni.org,www.muni.org/departments/transit/peoplemover/pages/alphabusstoplist.aspx,Alpha,76
www.muni.org,www.muni.org/departments/fire/pages/afdrecruitment.aspx,AFD Recruitment,75
www.muni.org,www.muni.org/departments/fire/wildfire/pages/default.aspx,Wildfire,75
www.muni.org,www.muni.org/fastfacts/pages/history.aspx,History,74
www.muni.org,www.muni.org/departments/mayor/boards/pages/default.aspx,Boards and Commissions,72
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/setbacks.aspx,Yard Setbacks,72
www.muni.org,www.muni.org/departments/parks/pages/greenhouse.aspx,Greenhouse,72
www.muni.org,www.muni.org/departments/finance/property_appraisal/business/pages/efilereturn.aspx,Efile Return,71
www.muni.org,www.muni.org/departments/project_management/pages/publications.aspx,Publications,71
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/nonconforming.aspx,Nonconforming (Grandfather) Rights,70
www.muni.org,www.muni.org/departments/finance/property_appraisal/business/pages/default.aspx/departments/finance/property_appraisal/mobhome/pages/default.aspx,Business Personal Property Appraisal,69
www.muni.org,www.muni.org/departments/library/pages/contactinfo.aspx,Contact Information,69
www.muni.org,www.muni.org/departments/fire/pages/faq.aspx,FAQ,67
www.muni.org,www.muni.org/departments/police/comaffairs/pages/default.aspx,APD Community Affairs,67
www.muni.org,www.muni.org/departments/assembly/pages/communitycouncils.aspx,Community Councils Webpage,64
www.muni.org,www.muni.org/departments/health/admin/animal_control/pages/leash.aspx,leash,64
www.muni.org,www.muni.org/departments/legal/civil/pages/impoundsinfo.aspx,Impounds Information,64
www.muni.org,www.muni.org/departments/legal/criminal/pages/default.aspx,Criminal Law,64
www.muni.org,www.muni.org/departments/parks/pages/srccamp.aspx,SRC-Camp,64
www.muni.org,www.muni.org/departments/finance/property_appraisal/howdoi/pages/faqefiling.aspx,FAQs about Personal Property E-filing,63
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/fences.aspx,Fences,63
www.muni.org,www.muni.org/departments/traffic/roads/pages/default.aspx,Anchorage Roads,63
www.muni.org,www.muni.org/departments/assembly/clerk/elections/pages/voterregistration.aspx,Voter Registration,62
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/easements.aspx,easements,62
www.muni.org,www.muni.org/departments/oem/prepared/pages/earthquakeprep.aspx,Earthquake Preparedness,62
www.muni.org,www.muni.org/departments/ocpd/planning/pages/forms.aspx,Forms,61
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_genlulicensing.aspx,General Land Use and Licensing Self Help,61
www.muni.org,www.muni.org/departments/fire/pages/divisiondirectory.aspx,Division Directory,58
www.muni.org,www.muni.org/departments/police/howdoi/pages/crime in my neighborhood.aspx,Crime in my Neighborhood - FAQ,58
www.muni.org,www.muni.org/departments/transportation_inspection/pages/default.aspx,Transportation Inspection,58
www.muni.org,www.muni.org/departments/finance/property_appraisal/business/pages/efilecontact.aspx,Efile Contact,57
www.muni.org,www.muni.org/departments/health/phip/csd/pages/default.aspx,Community Safety and Development,57
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/sh_zandp.aspx,Zoning and Platting Self Help,57
www.muni.org,www.muni.org/departments/project_management/pages/bidtabs.aspx,Bid Tabs,57
www.muni.org,www.muni.org/departments/sws/curbside/pages/serviceinfo.aspx,Automated Curbside Service Information,57
www.muni.org,www.muni.org/departments/works/pages/default.aspx,Public Works,57
www.muni.org,www.muni.org/departments/fire/training/pages/default.aspx,Training,56
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/selfhelp/pages/animals.aspx,Animals,56
www.muni.org,www.muni.org/departments/parks/trail/pages/default.aspx,Trail watch,56
www.muni.org,www.muni.org/departments/mayor/berkowitzbulletin/newsletters/pages/default.aspx,Newsletters,55
www.muni.org,www.muni.org/departments/mayor/boards/pages/boardscommissionslist.aspx,Boards & Commissions List,55
www.muni.org,www.muni.org/departments/parks/pages/directory.aspx,Directory,55
www.muni.org,www.muni.org/departments/parks/pages/fairview.aspx,Fairview,55
www.muni.org,www.muni.org/departments/transit/anchorrides/pages/anchorridesoverview.aspx,AnchorRIDES Overview,55
www.muni.org,www.muni.org/departments/health/pages/contactinfo.aspx,Contact Information,54
www.muni.org,www.muni.org/departments/internal_audit/pages/default.aspx,Internal Audit,54
www.muni.org,www.muni.org/departments/police/howdoi/pages/propertyquestions.aspx,Property - FAQ,54
www.muni.org,www.muni.org/departments/sws/disposal/pages/gridwoodtransferstation.aspx,Gridwood Transfer Station,54
www.muni.org,www.muni.org/departments/aerc/pages/default.aspx,Anchorage Equal Rights Commission,53
www.muni.org,www.muni.org/departments/fire/publicaffairs/pages/default.aspx,Public Affairs,53
www.muni.org,www.muni.org/departments/legal/pages/default.aspx,Department of Law,53
www.muni.org,www.muni.org/departments/library/pages/anchhsyearbookindex.aspx,Anchorage High School Yearbook Index,53
www.muni.org,www.muni.org/departments/ocpd/planning/pages/boards.aspx,Boards and Commissions,52
www.muni.org,www.muni.org/departments/ocpd/planning/zoning/pages/r-6.aspx,R-6,52
www.muni.org,www.muni.org/pages/register.aspx,Register,52
www.muni.org,www.muni.org/departments/police/comaffairs/pages/bicyclesafety.aspx,Bicycle Safety,51
www.muni.org,www.muni.org/departments/police/howdoi/pages/firearms.aspx,Firearms - FAQ,51
www.muni.org,www.muni.org/departments/police/howdoi/pages/generalquestionsforapd.aspx,General APD & Law Enforcement - FAQ,51
www.muni.org,www.muni.org/departments/police/joinapd/pages/policeacademy.aspx,Police Academy,51
www.muni.org,www.muni.org/departments/parks/pages/slide.aspx,Slide,50
www.muni.org,www.muni.org/departments/library/pages/alaskana.aspx,Alaskana Resources,49
www.muni.org,www.muni.org/departments/ocpd/development/addressing/pages/streetname.aspx,Street Names,49
www.muni.org,www.muni.org/departments/ocpd/development/bsd/pages/codeenforcement.aspx,Code Enforcement,49
www.muni.org,www.muni.org/departments/ocpd/planning/pages/contactinfo.aspx,Contact Information,49
www.muni.org,www.muni.org/departments/ocpd/planning/projects/pages/default.aspx,Projects,49
